ticker,date,close,volume
NCBFG,2024-08-23,120.49,437402
NCBFG,2024-08-24,118.59,523450
NCBFG,2024-08-25,118.34,742432
NCBFG,2024-08-26,117.45,538447
NCBFG,2024-08-27,115.1,452544
NCBFG,2024-08-28,115.53,598875
NCBFG,2024-08-29,117.75,494702
NCBFG,2024-08-30,116.09,554942
NCBFG,2024-08-31,116.92,558999
NCBFG,2024-09-01,115.9,636006
NCBFG,2024-09-02,116.08,583978
NCBFG,2024-09-03,118.05,573112
NCBFG,2024-09-04,118.54,758335
NCBFG,2024-09-05,118.96,464484
NCBFG,2024-09-06,119.18,677932
NCBFG,2024-09-07,119.41,562325
NCBFG,2024-09-08,121.31,438456
NCBFG,2024-09-09,118.64,535930
NCBFG,2024-09-10,119.04,427038
NCBFG,2024-09-11,120.44,572908
NCBFG,2024-09-12,118.93,562186
NCBFG,2024-09-13,118.67,322036
NCBFG,2024-09-14,119.42,494574
NCBFG,2024-09-15,118.31,562753
NCBFG,2024-09-16,119.11,430695
NCBFG,2024-09-17,119.78,621807
NCBFG,2024-09-18,118.71,545706
NCBFG,2024-09-19,118.77,771921
NCBFG,2024-09-20,115.94,583434
NCBFG,2024-09-21,115.52,487976
NCBFG,2024-09-22,118.42,498971
NCBFG,2024-09-23,121.92,446942
NCBFG,2024-09-24,122.53,441098
NCBFG,2024-09-25,121.47,507497
NCBFG,2024-09-26,121.08,524298
NCBFG,2024-09-27,117.81,740296
NCBFG,2024-09-28,117.6,709148
NCBFG,2024-09-29,116.11,535104
NCBFG,2024-09-30,120.93,395632
NCBFG,2024-10-01,118.63,434418
NCBFG,2024-10-02,119.41,583200
NCBFG,2024-10-03,121.46,469158
NCBFG,2024-10-04,118.98,447796
NCBFG,2024-10-05,120.94,555879
NCBFG,2024-10-06,117.92,495793
NCBFG,2024-10-07,120.11,755185
NCBFG,2024-10-08,121.03,537116
NCBFG,2024-10-09,119.13,398810
NCBFG,2024-10-10,119.25,560383
NCBFG,2024-10-11,120.2,442614
NCBFG,2024-10-12,118.44,406666
NCBFG,2024-10-13,116.71,577209
NCBFG,2024-10-14,113.25,460006
NCBFG,2024-10-15,113.96,682641
NCBFG,2024-10-16,114.11,620154
NCBFG,2024-10-17,113.56,410671
NCBFG,2024-10-18,112.61,683280
NCBFG,2024-10-19,114.11,558487
NCBFG,2024-10-20,119.1,496119
NCBFG,2024-10-21,120.1,536910
NCBFG,2024-10-22,119.81,777940
NCBFG,2024-10-23,122.2,332062
NCBFG,2024-10-24,121.61,551400
NCBFG,2024-10-25,122.9,338186
NCBFG,2024-10-26,119.35,271235
NCBFG,2024-10-27,119.28,487615
NCBFG,2024-10-28,119.87,407639
NCBFG,2024-10-29,118.01,257234
NCBFG,2024-10-30,118.56,544406
NCBFG,2024-10-31,120.14,594895
NCBFG,2024-11-01,119.89,661911
NCBFG,2024-11-02,119.72,420699
NCBFG,2024-11-03,118.96,429822
NCBFG,2024-11-04,115.66,518759
NCBFG,2024-11-05,116.08,456528
NCBFG,2024-11-06,115.05,544616
NCBFG,2024-11-07,117.66,504590
NCBFG,2024-11-08,116.93,429026
NCBFG,2024-11-09,116.88,348228
NCBFG,2024-11-10,116.73,507341
NCBFG,2024-11-11,119.58,613216
NCBFG,2024-11-12,121.23,414446
NCBFG,2024-11-13,122.34,363274
NCBFG,2024-11-14,122.88,550248
NCBFG,2024-11-15,121.71,739925
NCBFG,2024-11-16,122.65,271672
NCBFG,2024-11-17,123.58,451110
NCBFG,2024-11-18,123.64,555891
NCBFG,2024-11-19,124.31,255301
NCBFG,2024-11-20,122.49,592714
NCBFG,2024-11-21,124.61,728378
NCBFG,2024-11-22,127.58,253335
NCBFG,2024-11-23,128.91,270045
NCBFG,2024-11-24,131.67,530401
NCBFG,2024-11-25,129.76,741188
NCBFG,2024-11-26,130.9,273062
NCBFG,2024-11-27,131.45,412263
NCBFG,2024-11-28,131.7,444176
NCBFG,2024-11-29,134.1,329205
NCBFG,2024-11-30,134.71,717702
NCBFG,2024-12-01,133.31,525277
NCBFG,2024-12-02,133.72,417235
NCBFG,2024-12-03,134.9,511646
NCBFG,2024-12-04,133.3,711441
NCBFG,2024-12-05,134.72,479947
NCBFG,2024-12-06,133.66,405876
NCBFG,2024-12-07,135.85,482422
NCBFG,2024-12-08,136.72,477865
NCBFG,2024-12-09,137.87,486082
NCBFG,2024-12-10,139.29,478014
NCBFG,2024-12-11,140.85,580686
NCBFG,2024-12-12,140.69,396826
NCBFG,2024-12-13,139.03,411111
NCBFG,2024-12-14,137.31,603895
NCBFG,2024-12-15,137.28,688412
NCBFG,2024-12-16,141.4,502906
NCBFG,2024-12-17,138.61,454225
NCBFG,2024-12-18,138.53,321386
NCBFG,2024-12-19,138.14,534433
NCBFG,2024-12-20,137.37,407788
NCBFG,2024-12-21,136.07,714402
NCBFG,2024-12-22,135.84,400408
NCBFG,2024-12-23,135.23,614521
NCBFG,2024-12-24,134.08,557821
NCBFG,2024-12-25,135.41,589894
NCBFG,2024-12-26,137.93,433942
NCBFG,2024-12-27,140.01,404857
NCBFG,2024-12-28,139.35,643530
NCBFG,2024-12-29,140.89,500251
NCBFG,2024-12-30,138.77,567399
NCBFG,2024-12-31,137.68,389133
NCBFG,2025-01-01,136.58,529579
NCBFG,2025-01-02,132.87,543291
NCBFG,2025-01-03,133.22,429856
NCBFG,2025-01-04,135.07,573372
NCBFG,2025-01-05,134.06,419598
NCBFG,2025-01-06,135.32,318071
NCBFG,2025-01-07,134.79,424274
NCBFG,2025-01-08,134.97,525335
NCBFG,2025-01-09,135.09,636181
NCBFG,2025-01-10,135.54,462200
NCBFG,2025-01-11,133.46,586621
NCBFG,2025-01-12,134.43,674097
NCBFG,2025-01-13,133.18,503170
NCBFG,2025-01-14,133.13,489486
NCBFG,2025-01-15,133.2,294255
NCBFG,2025-01-16,134.69,578384
NCBFG,2025-01-17,136.72,769948
NCBFG,2025-01-18,136.21,495662
NCBFG,2025-01-19,136.28,733062
NCBFG,2025-01-20,133.27,558292
NCBFG,2025-01-21,130.77,190211
NCBFG,2025-01-22,127.39,334187
NCBFG,2025-01-23,129.21,395796
NCBFG,2025-01-24,128.88,360378
NCBFG,2025-01-25,129.95,367764
NCBFG,2025-01-26,132.23,380827
NCBFG,2025-01-27,130.97,514728
NCBFG,2025-01-28,131.06,670962
NCBFG,2025-01-29,131.32,355059
NCBFG,2025-01-30,130.42,431265
NCBFG,2025-01-31,131.7,546055
NCBFG,2025-02-01,131.55,604352
NCBFG,2025-02-02,130.7,483651
NCBFG,2025-02-03,131.06,683381
NCBFG,2025-02-04,130.94,457904
NCBFG,2025-02-05,129.21,582326
NCBFG,2025-02-06,128.28,541242
NCBFG,2025-02-07,125.16,625182
NCBFG,2025-02-08,123.04,406718
NCBFG,2025-02-09,124.78,339863
NCBFG,2025-02-10,124.7,508910
NCBFG,2025-02-11,123.13,661151
NCBFG,2025-02-12,125.58,263405
NCBFG,2025-02-13,123.27,596987
NCBFG,2025-02-14,121.23,453363
NCBFG,2025-02-15,121.48,583022
NCBFG,2025-02-16,121.18,511426
NCBFG,2025-02-17,120.0,655083
NCBFG,2025-02-18,119.28,540767
NCBFG,2025-02-19,118.53,512758
NCBFG,2025-02-20,118.32,480504
NCBFG,2025-02-21,116.81,595569
NCBFG,2025-02-22,119.0,529177
NCBFG,2025-02-23,120.18,600568
NCBFG,2025-02-24,121.68,536402
NCBFG,2025-02-25,122.07,603680
NCBFG,2025-02-26,122.22,383129
NCBFG,2025-02-27,122.31,273390
NCBFG,2025-02-28,122.35,549604
NCBFG,2025-03-01,124.36,518153
NCBFG,2025-03-02,125.91,499935
NCBFG,2025-03-03,124.29,330634
NCBFG,2025-03-04,122.77,336062
NCBFG,2025-03-05,123.83,475086
NCBFG,2025-03-06,124.8,508811
NCBFG,2025-03-07,126.54,627223
NCBFG,2025-03-08,125.53,467082
NCBFG,2025-03-09,124.71,305442
NCBFG,2025-03-10,125.86,642655
NCBFG,2025-03-11,125.9,440816
NCBFG,2025-03-12,127.73,218604
NCBFG,2025-03-13,128.08,517194
NCBFG,2025-03-14,127.18,666988
NCBFG,2025-03-15,128.84,468661
NCBFG,2025-03-16,128.74,453437
NCBFG,2025-03-17,127.94,343016
NCBFG,2025-03-18,130.28,623360
NCBFG,2025-03-19,131.69,368679
NCBFG,2025-03-20,135.3,737619
NCBFG,2025-03-21,135.69,391493
NCBFG,2025-03-22,134.21,550225
NCBFG,2025-03-23,132.67,495894
NCBFG,2025-03-24,134.61,319181
NCBFG,2025-03-25,138.17,688005
NCBFG,2025-03-26,136.0,330363
NCBFG,2025-03-27,135.56,376262
NCBFG,2025-03-28,135.14,190257
NCBFG,2025-03-29,134.8,716342
NCBFG,2025-03-30,132.89,467231
NCBFG,2025-03-31,130.37,576588
NCBFG,2025-04-01,130.04,732887
NCBFG,2025-04-02,130.45,455338
NCBFG,2025-04-03,131.43,439252
NCBFG,2025-04-04,129.2,536233
NCBFG,2025-04-05,128.95,519957
NCBFG,2025-04-06,129.63,438761
NCBFG,2025-04-07,130.4,708523
NCBFG,2025-04-08,128.57,708491
NCBFG,2025-04-09,128.22,408004
NCBFG,2025-04-10,132.31,518602
NCBFG,2025-04-11,134.72,598111
NCBFG,2025-04-12,131.83,514498
NCBFG,2025-04-13,130.99,338984
NCBFG,2025-04-14,128.02,512274
NCBFG,2025-04-15,129.06,546880
NCBFG,2025-04-16,128.59,404177
NCBFG,2025-04-17,127.0,433380
NCBFG,2025-04-18,125.34,475607
NCBFG,2025-04-19,125.35,392481
NCBFG,2025-04-20,125.03,408761
NCBFG,2025-04-21,125.07,560850
NCBFG,2025-04-22,125.41,556658
NCBFG,2025-04-23,122.77,454556
NCBFG,2025-04-24,123.26,576939
NCBFG,2025-04-25,120.74,519101
NCBFG,2025-04-26,122.69,478566
NCBFG,2025-04-27,122.58,554054
NCBFG,2025-04-28,123.03,580956
NCBFG,2025-04-29,123.19,518299
NCBFG,2025-04-30,121.99,479547
NCBFG,2025-05-01,124.02,475499
NCBFG,2025-05-02,123.8,441019
NCBFG,2025-05-03,125.12,397438
NCBFG,2025-05-04,126.65,387563
NCBFG,2025-05-05,124.96,524712
NCBFG,2025-05-06,125.22,535706
NCBFG,2025-05-07,127.0,450500
NCBFG,2025-05-08,127.78,390821
NCBFG,2025-05-09,129.93,575895
NCBFG,2025-05-10,130.88,522545
NCBFG,2025-05-11,129.6,460715
NCBFG,2025-05-12,130.5,497697
NCBFG,2025-05-13,130.76,336821
NCBFG,2025-05-14,131.12,416968
NCBFG,2025-05-15,129.32,481437
NCBFG,2025-05-16,126.26,583828
NCBFG,2025-05-17,127.7,493587
NCBFG,2025-05-18,126.11,386555
NCBFG,2025-05-19,125.91,209151
NCBFG,2025-05-20,126.25,579731
NCBFG,2025-05-21,125.79,440671
NCBFG,2025-05-22,126.14,542077
NCBFG,2025-05-23,127.99,502207
NCBFG,2025-05-24,126.89,444648
NCBFG,2025-05-25,127.24,686744
NCBFG,2025-05-26,126.76,373696
NCBFG,2025-05-27,125.38,248439
NCBFG,2025-05-28,125.97,336641
NCBFG,2025-05-29,124.0,262878
NCBFG,2025-05-30,122.24,568209
NCBFG,2025-05-31,120.21,290042
NCBFG,2025-06-01,120.53,459059
NCBFG,2025-06-02,121.26,588867
NCBFG,2025-06-03,121.3,344268
NCBFG,2025-06-04,121.15,560031
NCBFG,2025-06-05,120.28,327504
NCBFG,2025-06-06,122.05,450170
NCBFG,2025-06-07,121.45,501915
NCBFG,2025-06-08,123.13,531634
NCBFG,2025-06-09,122.64,581856
NCBFG,2025-06-10,126.11,666534
NCBFG,2025-06-11,127.27,365326
NCBFG,2025-06-12,133.53,356161
NCBFG,2025-06-13,132.93,416013
NCBFG,2025-06-14,135.8,550428
NCBFG,2025-06-15,133.33,532110
NCBFG,2025-06-16,134.34,461782
NCBFG,2025-06-17,132.26,412995
NCBFG,2025-06-18,131.56,502727
NCBFG,2025-06-19,130.72,588226
NCBFG,2025-06-20,129.16,292233
NCBFG,2025-06-21,127.97,661866
NCBFG,2025-06-22,127.07,780897
NCBFG,2025-06-23,127.93,360268
NCBFG,2025-06-24,126.6,529204
NCBFG,2025-06-25,124.71,784949
NCBFG,2025-06-26,123.15,581713
NCBFG,2025-06-27,125.54,486895
NCBFG,2025-06-28,123.96,467232
NCBFG,2025-06-29,124.6,605090
NCBFG,2025-06-30,124.74,331973
NCBFG,2025-07-01,124.86,419197
NCBFG,2025-07-02,121.36,416292
NCBFG,2025-07-03,119.15,570422
NCBFG,2025-07-04,122.21,723050
NCBFG,2025-07-05,121.35,443912
NCBFG,2025-07-06,122.48,627354
NCBFG,2025-07-07,121.87,482883
NCBFG,2025-07-08,125.41,487105
NCBFG,2025-07-09,124.67,514389
NCBFG,2025-07-10,125.66,377402
NCBFG,2025-07-11,125.3,360036
NCBFG,2025-07-12,124.9,725230
NCBFG,2025-07-13,126.16,488894
NCBFG,2025-07-14,124.68,462631
NCBFG,2025-07-15,126.43,432597
NCBFG,2025-07-16,128.86,335163
NCBFG,2025-07-17,128.43,709131
NCBFG,2025-07-18,125.13,642609
NCBFG,2025-07-19,122.17,489190
GRACE,2024-06-15,67.87,598915
GRACE,2024-06-16,65.52,269862
GRACE,2024-06-17,65.11,504427
GRACE,2024-06-18,64.47,473495
GRACE,2024-06-19,63.63,451847
GRACE,2024-06-20,63.03,529282
GRACE,2024-06-21,63.44,671951
GRACE,2024-06-22,62.98,461840
GRACE,2024-06-23,63.01,464609
GRACE,2024-06-24,62.98,312538
GRACE,2024-06-25,63.23,390177
GRACE,2024-06-26,62.57,309424
GRACE,2024-06-27,63.37,483126
GRACE,2024-06-28,64.17,532676
GRACE,2024-06-29,62.97,369956
GRACE,2024-06-30,63.49,408118
GRACE,2024-07-01,62.73,478474
GRACE,2024-07-02,62.61,378575
GRACE,2024-07-03,62.38,442580
GRACE,2024-07-04,60.61,560319
GRACE,2024-07-05,60.06,656532
GRACE,2024-07-06,59.31,310448
GRACE,2024-07-07,60.08,309793
GRACE,2024-07-08,59.66,571680
GRACE,2024-07-09,59.44,301343
GRACE,2024-07-10,59.57,476681
GRACE,2024-07-11,60.41,570637
GRACE,2024-07-12,62.42,302492
GRACE,2024-07-13,62.41,372001
GRACE,2024-07-14,63.2,598620
GRACE,2024-07-15,63.73,406720
GRACE,2024-07-16,63.2,256438
GRACE,2024-07-17,64.39,560986
GRACE,2024-07-18,64.21,612021
GRACE,2024-07-19,64.74,617031
GRACE,2024-07-20,63.58,414339
GRACE,2024-07-21,63.72,542650
GRACE,2024-07-22,64.39,378963
GRACE,2024-07-23,64.48,764642
GRACE,2024-07-24,64.97,604467
GRACE,2024-07-25,64.96,592115
GRACE,2024-07-26,66.25,512797
GRACE,2024-07-27,67.14,394983
GRACE,2024-07-28,67.57,608506
GRACE,2024-07-29,67.01,631774
GRACE,2024-07-30,66.52,403371
GRACE,2024-07-31,66.52,731838
GRACE,2024-08-01,66.74,612294
GRACE,2024-08-02,66.2,509299
GRACE,2024-08-03,65.35,431467
GRACE,2024-08-04,65.95,495392
GRACE,2024-08-05,67.0,475710
GRACE,2024-08-06,66.86,653201
GRACE,2024-08-07,66.38,317628
GRACE,2024-08-08,67.33,549702
GRACE,2024-08-09,65.73,505343
GRACE,2024-08-10,65.43,709380
GRACE,2024-08-11,64.91,430307
GRACE,2024-08-12,64.26,373513
GRACE,2024-08-13,63.76,327689
GRACE,2024-08-14,63.04,307209
GRACE,2024-08-15,62.0,312838
GRACE,2024-08-16,61.65,417957
GRACE,2024-08-17,60.81,557392
GRACE,2024-08-18,60.78,448162
GRACE,2024-08-19,60.47,691145
GRACE,2024-08-20,60.63,557045
GRACE,2024-08-21,58.91,421551
GRACE,2024-08-22,57.5,448855
GRACE,2024-08-23,57.74,419084
GRACE,2024-08-24,58.07,377270
GRACE,2024-08-25,58.43,313566
GRACE,2024-08-26,58.27,550376
GRACE,2024-08-27,58.61,484728
GRACE,2024-08-28,59.86,450269
GRACE,2024-08-29,59.56,168859
GRACE,2024-08-30,60.72,455720
GRACE,2024-08-31,59.94,658508
GRACE,2024-09-01,60.75,512999
GRACE,2024-09-02,59.79,550277
GRACE,2024-09-03,59.38,359507
GRACE,2024-09-04,60.06,244088
GRACE,2024-09-05,60.44,555122
GRACE,2024-09-06,61.8,539020
GRACE,2024-09-07,60.4,399665
GRACE,2024-09-08,60.45,542667
GRACE,2024-09-09,61.1,264838
GRACE,2024-09-10,60.88,616383
GRACE,2024-09-11,61.91,723322
GRACE,2024-09-12,61.64,631712
GRACE,2024-09-13,62.81,643768
GRACE,2024-09-14,63.31,599335
GRACE,2024-09-15,62.76,326330
GRACE,2024-09-16,63.43,458351
GRACE,2024-09-17,63.41,430553
GRACE,2024-09-18,63.14,527929
GRACE,2024-09-19,62.43,508220
GRACE,2024-09-20,62.6,490717
GRACE,2024-09-21,62.09,594394
GRACE,2024-09-22,63.37,427850
GRACE,2024-09-23,64.23,606711
GRACE,2024-09-24,62.35,408656
GRACE,2024-09-25,61.92,593812
GRACE,2024-09-26,62.04,556927
GRACE,2024-09-27,62.48,392129
GRACE,2024-09-28,61.97,353253
GRACE,2024-09-29,61.85,485707
GRACE,2024-09-30,61.97,412723
GRACE,2024-10-01,62.58,610053
GRACE,2024-10-02,63.65,585356
GRACE,2024-10-03,63.78,580690
GRACE,2024-10-04,64.21,421782
GRACE,2024-10-05,65.12,706222
GRACE,2024-10-06,66.53,504227
GRACE,2024-10-07,66.77,549963
GRACE,2024-10-08,66.77,574314
GRACE,2024-10-09,66.68,476745
GRACE,2024-10-10,67.97,519765
GRACE,2024-10-11,68.02,605842
GRACE,2024-10-12,68.13,534994
GRACE,2024-10-13,68.08,353550
GRACE,2024-10-14,68.06,363573
GRACE,2024-10-15,68.22,358227
GRACE,2024-10-16,68.91,589908
GRACE,2024-10-17,69.12,487983
GRACE,2024-10-18,69.44,264200
GRACE,2024-10-19,68.6,482152
GRACE,2024-10-20,68.86,490472
GRACE,2024-10-21,68.1,516013
GRACE,2024-10-22,67.76,371768
GRACE,2024-10-23,68.0,474802
GRACE,2024-10-24,68.9,579863
GRACE,2024-10-25,69.46,538599
GRACE,2024-10-26,68.81,387724
GRACE,2024-10-27,67.7,845481
GRACE,2024-10-28,66.89,474820
GRACE,2024-10-29,66.63,466268
GRACE,2024-10-30,66.2,275798
GRACE,2024-10-31,65.47,333119
GRACE,2024-11-01,65.38,417896
GRACE,2024-11-02,64.89,525905
GRACE,2024-11-03,64.47,611851
GRACE,2024-11-04,64.2,527018
GRACE,2024-11-05,63.26,578824
GRACE,2024-11-06,62.98,549050
GRACE,2024-11-07,63.21,479186
GRACE,2024-11-08,63.36,453764
GRACE,2024-11-09,64.3,612114
GRACE,2024-11-10,64.64,358383
GRACE,2024-11-11,63.86,420336
GRACE,2024-11-12,63.68,553761
GRACE,2024-11-13,63.06,641248
GRACE,2024-11-14,63.06,258466
GRACE,2024-11-15,62.73,189777
GRACE,2024-11-16,62.21,434104
GRACE,2024-11-17,61.79,460969
GRACE,2024-11-18,61.52,428751
GRACE,2024-11-19,62.54,645788
GRACE,2024-11-20,61.76,650467
GRACE,2024-11-21,60.65,402246
GRACE,2024-11-22,61.67,231253
GRACE,2024-11-23,62.06,349580
GRACE,2024-11-24,61.96,478375
GRACE,2024-11-25,63.12,402727
GRACE,2024-11-26,63.07,575242
GRACE,2024-11-27,62.9,401351
GRACE,2024-11-28,62.86,511221
GRACE,2024-11-29,63.47,386833
GRACE,2024-11-30,63.15,538753
GRACE,2024-12-01,63.04,477766
GRACE,2024-12-02,63.03,416499
GRACE,2024-12-03,62.47,552887
GRACE,2024-12-04,61.72,639846
GRACE,2024-12-05,61.87,346815
GRACE,2024-12-06,62.06,520073
GRACE,2024-12-07,62.58,639061
GRACE,2024-12-08,62.33,415068
GRACE,2024-12-09,61.91,382269
GRACE,2024-12-10,61.4,534140
GRACE,2024-12-11,61.41,441037
GRACE,2024-12-12,60.92,541746
GRACE,2024-12-13,60.58,375181
GRACE,2024-12-14,60.48,468260
GRACE,2024-12-15,59.77,599261
GRACE,2024-12-16,60.32,504907
GRACE,2024-12-17,60.41,563276
GRACE,2024-12-18,60.39,606955
GRACE,2024-12-19,61.49,509659
GRACE,2024-12-20,61.79,604814
GRACE,2024-12-21,61.56,364603
GRACE,2024-12-22,62.17,311748
GRACE,2024-12-23,63.39,604452
GRACE,2024-12-24,63.53,506131
GRACE,2024-12-25,64.75,386452
GRACE,2024-12-26,63.92,428223
GRACE,2024-12-27,63.74,379223
GRACE,2024-12-28,63.85,516313
GRACE,2024-12-29,63.28,692366
GRACE,2024-12-30,62.31,346793
GRACE,2024-12-31,62.56,475102
GRACE,2025-01-01,62.85,425723
GRACE,2025-01-02,62.14,422534
GRACE,2025-01-03,61.67,562999
GRACE,2025-01-04,61.34,591371
GRACE,2025-01-05,61.74,624871
GRACE,2025-01-06,62.35,594122
GRACE,2025-01-07,62.88,437996
GRACE,2025-01-08,62.7,280384
GRACE,2025-01-09,62.9,419148
GRACE,2025-01-10,63.18,563298
GRACE,2025-01-11,62.24,378339
GRACE,2025-01-12,62.0,437887
GRACE,2025-01-13,62.11,361349
GRACE,2025-01-14,62.15,297381
GRACE,2025-01-15,60.67,585999
GRACE,2025-01-16,59.8,432809
GRACE,2025-01-17,58.87,330935
GRACE,2025-01-18,58.61,450784
GRACE,2025-01-19,59.24,553941
GRACE,2025-01-20,59.07,590922
GRACE,2025-01-21,59.8,549355
GRACE,2025-01-22,59.53,622232
GRACE,2025-01-23,60.69,579264
GRACE,2025-01-24,61.87,611191
GRACE,2025-01-25,62.45,369177
GRACE,2025-01-26,61.69,494061
GRACE,2025-01-27,60.55,428845
GRACE,2025-01-28,61.13,420181
GRACE,2025-01-29,61.49,337849
GRACE,2025-01-30,61.16,622812
GRACE,2025-01-31,61.3,534833
GRACE,2025-02-01,62.44,655616
GRACE,2025-02-02,61.84,658147
GRACE,2025-02-03,61.42,497889
GRACE,2025-02-04,61.43,628764
GRACE,2025-02-05,60.67,554223
GRACE,2025-02-06,61.02,597381
GRACE,2025-02-07,60.88,620409
GRACE,2025-02-08,60.4,637647
GRACE,2025-02-09,60.64,331990
GRACE,2025-02-10,60.91,521516
GRACE,2025-02-11,60.67,411649
GRACE,2025-02-12,60.51,326941
GRACE,2025-02-13,61.64,364606
GRACE,2025-02-14,61.19,637387
GRACE,2025-02-15,61.58,586429
GRACE,2025-02-16,62.61,462542
GRACE,2025-02-17,61.89,601312
GRACE,2025-02-18,62.43,460773
GRACE,2025-02-19,61.56,648698
GRACE,2025-02-20,61.95,335183
GRACE,2025-02-21,62.48,327082
GRACE,2025-02-22,62.15,365202
GRACE,2025-02-23,61.71,400002
GRACE,2025-02-24,61.3,586911
GRACE,2025-02-25,61.5,575447
GRACE,2025-02-26,62.24,455275
GRACE,2025-02-27,62.29,564578
GRACE,2025-02-28,63.46,607889
GRACE,2025-03-01,64.42,622275
GRACE,2025-03-02,65.17,285839
GRACE,2025-03-03,65.81,525550
GRACE,2025-03-04,65.84,436729
GRACE,2025-03-05,65.54,549941
GRACE,2025-03-06,66.14,320265
GRACE,2025-03-07,66.3,432717
GRACE,2025-03-08,65.61,547114
GRACE,2025-03-09,65.37,420915
GRACE,2025-03-10,64.82,533755
GRACE,2025-03-11,64.81,369003
GRACE,2025-03-12,64.21,478099
GRACE,2025-03-13,64.5,374034
GRACE,2025-03-14,64.84,401119
GRACE,2025-03-15,66.79,387079
GRACE,2025-03-16,66.21,523280
GRACE,2025-03-17,65.55,599315
GRACE,2025-03-18,66.85,453485
GRACE,2025-03-19,66.98,437868
GRACE,2025-03-20,66.98,671808
GRACE,2025-03-21,67.64,391493
GRACE,2025-03-22,68.79,639447
GRACE,2025-03-23,69.15,420893
GRACE,2025-03-24,69.2,404544
GRACE,2025-03-25,69.56,462023
GRACE,2025-03-26,67.85,611144
GRACE,2025-03-27,67.99,629417
GRACE,2025-03-28,67.89,522615
GRACE,2025-03-29,68.72,546535
GRACE,2025-03-30,68.94,885726
GRACE,2025-03-31,68.81,520302
GRACE,2025-04-01,70.13,403399
GRACE,2025-04-02,69.32,328152
GRACE,2025-04-03,69.73,575075
GRACE,2025-04-04,70.3,337572
GRACE,2025-04-05,71.08,643671
GRACE,2025-04-06,71.0,503907
GRACE,2025-04-07,71.53,544057
GRACE,2025-04-08,72.03,369669
GRACE,2025-04-09,71.89,354503
GRACE,2025-04-10,72.39,563625
GRACE,2025-04-11,72.31,535615
GRACE,2025-04-12,71.08,602951
GRACE,2025-04-13,70.71,515486
GRACE,2025-04-14,71.58,409219
GRACE,2025-04-15,72.52,514889
GRACE,2025-04-16,72.54,566725
GRACE,2025-04-17,71.55,571292
GRACE,2025-04-18,71.6,624353
GRACE,2025-04-19,71.43,456401
GRACE,2025-04-20,71.72,492875
GRACE,2025-04-21,70.79,476725
GRACE,2025-04-22,71.78,488827
GRACE,2025-04-23,71.09,585912
GRACE,2025-04-24,69.64,245567
